timestamp,throttle,speed,rpm,current,voltage,throttleTooHigh,motorInitializing,clockState,lastDeadman
00.16.13,0,256,0,1043,553,0,0,0,00.00.00
00.16.13,0,256,0,1042,549,0,0,0,00.00.00
00.16.13,0,256,0,1045,554,0,0,0,00.00.00
00.16.13,0,256,0,1043,551,0,0,0,00.00.00
00.16.14,0,256,0,1043,553,0,0,0,00.00.00
00.16.14,0,256,0,1043,553,0,0,0,00.00.00
00.16.14,0,256,0,1043,553,0,0,0,00.00.00
0,00.00.00
00.16.15,0,256,0,1043,549,0,0,0,00.00.00
00.16.15,0,256,0,1043,551,0,0,0,00.00.00
00.16.15,0,256,0,1043,550,0,0,0,00.00.00
00.16.15,0,256,0,1042,549,0,0,0,00.00.00
00.16.15,0,256,0,1042,549,0,0,0,00.00.00
00.16.15,0,256,0,1035,551,0,0,0,00.00.00
00.16.15,0,256,0,1035,551,0,0,0,00.00.00
00.16.16,0,256,0,1043,549,0,0,0,00.00.00
00.16.16,0,256,0,1043,551,0,0,0,00.00.00
00.16.16,0,256,0,1040,547,0,0,0,00.00.00
00.16.16,0,256,0,1039,547,0,0,0,00.00.00
00.16.16,0,256,0,1040,549,0,0,0,00.00.00
00.16.16,0,256,0,1041,550,0,0,0,00.00.00
00.16.16,0,256,0,1041,550,0,0,0,00.00.00
00.16.16,0,256,0,1040,548,0,0,0,00.00.00
00.16.16,0,256,0,1041,550,0,0,0,00.00.00
00.16.16,0,256,0,1042,553,0,0,0,00.00.00
00.16.16,0,256,0,1041,552,0,0,0,00.00.00
00.16.16,0,256,0,1041,552,0,0,0,00.00.00
00.16.16,0,256,0,1041,552,0,0,0,00.00.00
00.16.16,0,256,0,1043,550,0,0,0,00.00.00
00.16.16,0,256,0,1061,571,0,0,0,00.00.00
00.16.16,0,256,0,1045,553,0,0,0,00.00.00
00.16.16,0,256,0,1043,552,0,0,0,00.00.00
00.16.16,0,256,0,1044,554,0,0,0,00.00.00
00.16.16,0,256,0,1043,553,0,0,0,00.00.00
00.16.16,0,256,0,1041,552,0,0,0,00.00.00
00.16.16,0,256,0,1043,554,0,0,0,00.00.00
00.16.17,0,256,0,1041,552,0,0,0,00.00.00
00.16.17,0,256,0,1043,549,0,0,0,00.00.00
00.16.17,0,256,0,1043,554,0,0,0,00.00.00
00.16.17,0,256,0,1043,550,0,0,0,00.00.00
00.16.17,0,256,0,1041,552,0,0,0,00.00.00
00.16.17,0,256,0,1041,549,0,0,0,00.00.00
00.16.17,0,256,0,1040,548,0,0,0,00.00.00
00.16.17,0,256,0,1043,553,0,0,0,00.00.00
00.16.17,0,256,0,1042,551,0,0,0,00.00.00
00.16.17,0,256,0,1037,553,0,0,0,00.00.00
00.16.17,0,256,0,1037,553,0,0,0,00.00.00
00.16.17,0,256,0,1045,551,0,0,0,00.00.00
00.16.17,0,256,0,1043,552,0,0,0,00.00.00
00.16.17,0,256,0,1042,551,0,0,0,00.00.00
00.16.17,0,256,0,1041,549,0,0,0,00.00.00
00.16.17,0,256,0,1041,548,0,0,0,00.00.00
00.16.17,0,256,0,1040,549,0,0,0,00.00.00
00.16.17,0,256,0,1041,551,0,0,0,00.00.00
00.16.17,0,256,0,1036,544,0,0,0,00.00.00
00.16.17,0,256,0,1040,549,0,0,0,00.00.00
00.16.17,0,256,0,1041,550,0,0,0,00.00.00
00.16.18,0,256,0,1042,549,0,0,0,00.00.00
00.16.18,0,256,0,1042,549,0,0,0,00.00.00
00.16.18,0,256,0,1043,553,0,0,0,00.00.00
00.16.18,0,256,0,1043,549,0,0,0,00.00.00
00.16.18,0,256,0,1045,553,0,0,0,00.00.00
00.16.18,0,256,0,1045,553,0,0,0,00.00.00
00.16.18,0,256,0,1044,553,0,0,0,00.00.00
00.16.18,0,256,0,1042,552,0,0,0,00.00.00
00.16.18,0,256,0,1042,551,0,0,0,00.00.00
00.16.18,0,256,0,1042,552,0,0,0,00.00.00
00.16.18,0,256,0,1041,552,0,0,0,00.00.00
00.16.18,0,256,0,1042,554,0,0,0,00.00.00
00.16.18,0,256,0,1041,552,0,0,0,00.00.00
00.16.18,0,256,0,1041,550,0,0,0,00.00.00
00.16.18,0,256,0,1041,552,0,0,0,00.00.00
00.16.18,0,256,0,1042,551,0,0,0,00.00.00
00.16.18,0,256,0,1041,552,0,0,0,00.00.00
00.16.18,0,256,0,1041,549,0,0,0,00.00.00
00.16.18,0,256,0,1041,552,0,0,0,00.00.00
00.16.18,0,256,0,1039,547,0,0,0,00.00.00
00.16.19,0,256,0,1061,571,0,0,0,00.00.00
00.16.19,0,256,0,1043,551,0,0,0,00.00.00
00.16.19,0,256,0,1043,549,0,0,0,00.00.00
00.16.19,0,256,0,1038,540,0,0,0,00.00.00
00.16.19,0,256,0,1040,552,0,0,0,00.00.00
00.16.19,0,256,0,1040,552,0,0,0,00.00.00
00.16.19,0,256,0,1039,548,0,0,0,00.00.00
00.16.19,0,256,0,1040,552,0,0,0,00.00.00
00.16.19,0,256,0,1042,550,0,0,0,00.00.00
00.16.19,0,256,0,1041,549,0,0,0,00.00.00
00.16.19,0,256,0,1041,549,0,0,0,00.00.00
00.16.19,0,256,0,1043,550,0,0,0,00.00.00
00.16.19,0,256,0,1043,550,0,0,0,00.00.00
00.16.19,0,256,0,1041,552,0,0,0,00.00.00
00.16.19,0,256,0,1041,552,0,0,0,00.00.00
00.16.19,0,256,0,1041,550,0,0,0,00.00.00
00.16.19,0,256,0,1037,560,0,0,0,00.00.00
00.16.19,0,256,0,1037,560,0,0,0,00.00.00
00.16.19,0,256,0,1046,555,0,0,0,00.00.00
00.16.19,0,256,0,1044,552,0,0,0,00.00.00
00.16.19,0,256,0,1043,552,0,0,0,00.00.00
00.16.20,0,256,0,1042,552,0,0,0,00.00.00
00.16.20,0,256,0,1042,552,0,0,0,00.00.00
00.16.20,0,256,0,1043,550,0,0,0,00.00.00
