
No.,Date&Time,ms,CH4,CH5,CH6,Pulse1,Alarm1,AlarmLP,AlarmOut
1,2023-05-29 16:15:54,000,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
2,2023-05-29 16:15:54,050,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
3,2023-05-29 16:15:54,100,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
4,2023-05-29 16:15:54,150,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
5,2023-05-29 16:15:54,200,-0.000,-0.0560,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
6,2023-05-29 16:15:54,250,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
7,2023-05-29 16:15:54,300,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
8,2023-05-29 16:15:54,350,-0.000,-0.0560,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
9,2023-05-29 16:15:54,400,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
10,2023-05-29 16:15:54,450,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
11,2023-05-29 16:15:54,500,-0.000,-0.0560,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
12,2023-05-29 16:15:54,550,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
13,2023-05-29 16:15:54,600,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
14,2023-05-29 16:15:54,650,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
15,2023-05-29 16:15:54,700,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
16,2023-05-29 16:15:54,750,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
17,2023-05-29 16:15:54,800,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
18,2023-05-29 16:15:54,850,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
19,2023-05-29 16:15:54,900,-0.000,-0.0560,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
20,2023-05-29 16:15:54,950,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
21,2023-05-29 16:15:55,000,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
22,2023-05-29 16:15:55,050,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
23,2023-05-29 16:15:55,100,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
24,2023-05-29 16:15:55,150,-0.000,-0.0560,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
25,2023-05-29 16:15:55,200,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
26,2023-05-29 16:15:55,250,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
27,2023-05-29 16:15:55,300,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
28,2023-05-29 16:15:55,350,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
29,2023-05-29 16:15:55,400,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
30,2023-05-29 16:15:55,450,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
31,2023-05-29 16:15:55,500,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
32,2023-05-29 16:15:55,550,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
33,2023-05-29 16:15:55,600,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
34,2023-05-29 16:15:55,650,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
35,2023-05-29 16:15:55,700,-0.000,-0.0320,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
36,2023-05-29 16:15:55,750,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
37,2023-05-29 16:15:55,800,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
38,2023-05-29 16:15:55,850,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
39,2023-05-29 16:15:55,900,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
40,2023-05-29 16:15:55,950,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
41,2023-05-29 16:15:56,000,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
42,2023-05-29 16:15:56,050,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
43,2023-05-29 16:15:56,100,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
44,2023-05-29 16:15:56,150,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
45,2023-05-29 16:15:56,200,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
46,2023-05-29 16:15:56,250,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
47,2023-05-29 16:15:56,300,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
48,2023-05-29 16:15:56,350,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
49,2023-05-29 16:15:56,400,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
50,2023-05-29 16:15:56,450,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
51,2023-05-29 16:15:56,500,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
52,2023-05-29 16:15:56,550,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
53,2023-05-29 16:15:56,600,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
54,2023-05-29 16:15:56,650,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
55,2023-05-29 16:15:56,700,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
56,2023-05-29 16:15:56,750,-0.000,-0.0400,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
57,2023-05-29 16:15:56,800,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
58,2023-05-29 16:15:56,850,-0.000,-0.0480,+51.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
