timestamp,throttle,speed,rpm,current,voltage,throttleTooHigh,motorInitializing,clockState,lastDeadman
00.15.59,0,256,0,1043,554,0,0,0,00.00.00
00.15.59,0,256,0,1039,545,0,0,0,00.00.00
00.15.59,0,256,0,1043,553,0,0,0,00.00.00
00.15.59,0,256,0,1043,553,0,0,0,00.00.00
00.15.59,0,256,0,1042,550,0,0,0,00.00.00
00.15.59,0,256,0,1039,547,0,0,0,00.00.00
00.15.59,0,256,0,1038,547,0,0,0,00.00.00
,0,0,00.00.00
00.16.01,0,256,0,1040,549,0,0,0,00.00.00
00.16.01,0,256,0,1040,552,0,0,0,00.00.00
00.16.01,0,256,0,1031,543,0,0,0,00.00.00
00.16.01,0,256,0,1040,548,0,0,0,00.00.00
00.16.01,0,256,0,1040,550,0,0,0,00.00.00
00.16.01,0,256,0,1038,547,0,0,0,00.00.00
00.16.01,0,256,0,1035,545,0,0,0,00.00.00
00.16.01,0,256,0,1040,549,0,0,0,00.00.00
00.16.01,0,256,0,1040,550,0,0,0,00.00.00
00.16.01,0,256,0,1040,548,0,0,0,00.00.00
00.16.01,0,256,0,1052,563,0,0,0,00.00.00
00.16.01,0,256,0,1043,549,0,0,0,00.00.00
00.16.01,0,256,0,1043,550,0,0,0,00.00.00
00.16.02,0,256,0,1040,552,0,0,0,00.00.00
00.16.02,0,256,0,1041,548,0,0,0,00.00.00
00.16.02,0,256,0,1040,548,0,0,0,00.00.00
00.16.02,0,256,0,1043,549,0,0,0,00.00.00
00.16.02,0,256,0,1042,552,0,0,0,00.00.00
00.16.02,0,256,0,1043,550,0,0,0,00.00.00
00.16.02,0,256,0,1042,552,0,0,0,00.00.00
00.16.02,0,256,0,1043,554,0,0,0,00.00.00
00.16.02,0,256,0,1044,553,0,0,0,00.00.00
00.16.02,0,256,0,1045,553,0,0,0,00.00.00
00.16.02,0,256,0,1043,551,0,0,0,00.00.00
00.16.02,0,256,0,1043,552,0,0,0,00.00.00
00.16.02,0,256,0,1042,552,0,0,0,00.00.00
00.16.02,0,256,0,1059,569,0,0,0,00.00.00
00.16.02,0,256,0,1045,553,0,0,0,00.00.00
00.16.02,0,256,0,1044,552,0,0,0,00.00.00
00.16.02,0,256,0,1041,551,0,0,0,00.00.00
00.16.02,0,256,0,1042,552,0,0,0,00.00.00
00.16.02,0,256,0,1040,551,0,0,0,00.00.00
00.16.02,0,256,0,1040,548,0,0,0,00.00.00
00.16.02,0,256,0,1041,551,0,0,0,00.00.00
00.16.03,0,256,0,1041,549,0,0,0,00.00.00
00.16.03,0,256,0,1040,548,0,0,0,00.00.00
00.16.03,0,256,0,1041,549,0,0,0,00.00.00
00.16.03,0,256,0,1041,549,0,0,0,00.00.00
00.16.03,0,256,0,1040,548,0,0,0,00.00.00
00.16.03,0,256,0,1040,548,0,0,0,00.00.00
00.16.03,0,256,0,1041,549,0,0,0,00.00.00
00.16.03,0,256,0,1040,547,0,0,0,00.00.00
00.16.03,0,256,0,1037,556,0,0,0,00.00.00
00.16.03,0,256,0,1037,556,0,0,0,00.00.00
00.16.03,0,256,0,1044,551,0,0,0,00.00.00
00.16.03,0,256,0,1043,550,0,0,0,00.00.00
00.16.03,0,256,0,1044,550,0,0,0,00.00.00
00.16.03,0,256,0,1042,550,0,0,0,00.00.00
00.16.03,0,256,0,1043,553,0,0,0,00.00.00
00.16.03,0,256,0,1043,550,0,0,0,00.00.00
00.16.03,0,256,0,1043,554,0,0,0,00.00.00
00.16.03,0,256,0,1043,553,0,0,0,00.00.00
00.16.03,0,256,0,1041,552,0,0,0,00.00.00
00.16.03,0,256,0,1042,551,0,0,0,00.00.00
00.16.03,0,256,0,1031,545,0,0,0,00.00.00
00.16.04,0,256,0,1045,555,0,0,0,00.00.00
00.16.04,0,256,0,1045,554,0,0,0,00.00.00
00.16.04,0,256,0,1044,553,0,0,0,00.00.00
00.16.04,0,256,0,1057,569,0,0,0,00.00.00
00.16.04,0,256,0,1045,556,0,0,0,00.00.00
00.16.04,0,256,0,1045,554,0,0,0,00.00.00
00.16.04,0,256,0,1043,552,0,0,0,00.00.00
00.16.04,0,256,0,1042,550,0,0,0,00.00.00
00.16.04,0,256,0,1041,548,0,0,0,00.00.00
00.16.04,0,256,0,1041,551,0,0,0,00.00.00
00.16.04,0,256,0,1041,550,0,0,0,00.00.00
00.16.04,0,256,0,1040,549,0,0,0,00.00.00
00.16.04,0,256,0,1041,546,0,0,0,00.00.00
00.16.04,0,256,0,1041,547,0,0,0,00.00.00
00.16.04,0,256,0,1041,550,0,0,0,00.00.00
00.16.04,0,256,0,1041,550,0,0,0,00.00.00
00.16.04,0,256,0,1041,550,0,0,0,00.00.00
00.16.04,0,256,0,1040,547,0,0,0,00.00.00
00.16.04,0,256,0,1042,549,0,0,0,00.00.00
00.16.04,0,256,0,1059,571,0,0,0,00.00.00
00.16.04,0,256,0,1045,554,0,0,0,00.00.00
00.16.05,0,256,0,1045,554,0,0,0,00.00.00
00.16.05,0,256,0,1043,549,0,0,0,00.00.00
00.16.05,0,256,0,1044,553,0,0,0,00.00.00
00.16.05,0,256,0,1042,552,0,0,0,00.00.00
00.16.05,0,256,0,1043,554,0,0,0,00.00.00
00.16.05,0,256,0,1043,553,0,0,0,00.00.00
00.16.05,0,256,0,1043,551,0,0,0,00.00.00
00.16.05,0,256,0,1045,555,0,0,0,00.00.00
00.16.05,0,256,0,1043,551,0,0,0,00.00.00
00.16.05,0,256,0,1043,554,0,0,0,00.00.00
00.16.05,0,256,0,1043,553,0,0,0,00.00.00
00.16.05,0,256,0,1041,552,0,0,0,00.00.00
00.16.05,0,256,0,1042,553,0,0,0,00.00.00
00.16.05,0,256,0,1041,552,0,0,0,00.00.00
00.16.05,0,256,0,1045,557,0,0,0,00.00.00
00.16.05,0,256,0,1045,557,0,0,0,00.00.00
