No.,Date&Time,ms,CH5,CH6,Pulse1,Alarm1,AlarmLP,AlarmOut
1,2023-06-04 11:47:49,000,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
2,2023-06-04 11:47:49,050,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
3,2023-06-04 11:47:49,100,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
4,2023-06-04 11:47:49,150,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
5,2023-06-04 11:47:49,200,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
6,2023-06-04 11:47:49,250,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
7,2023-06-04 11:47:49,300,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
8,2023-06-04 11:47:49,350,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
9,2023-06-04 11:47:49,400,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
10,2023-06-04 11:47:49,450,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
11,2023-06-04 11:47:49,500,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
12,2023-06-04 11:47:49,550,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
13,2023-06-04 11:47:49,600,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
14,2023-06-04 11:47:49,650,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
15,2023-06-04 11:47:49,700,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
16,2023-06-04 11:47:49,750,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
17,2023-06-04 11:47:49,800,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
18,2023-06-04 11:47:49,850,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
19,2023-06-04 11:47:49,900,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
20,2023-06-04 11:47:49,950,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
21,2023-06-04 11:47:50,000,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
22,2023-06-04 11:47:50,050,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
23,2023-06-04 11:47:50,100,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
24,2023-06-04 11:47:50,150,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
25,2023-06-04 11:47:50,200,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
26,2023-06-04 11:47:50,250,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
27,2023-06-04 11:47:50,300,-0.0800,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
28,2023-06-04 11:47:50,350,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
29,2023-06-04 11:47:50,400,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
30,2023-06-04 11:47:50,450,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
31,2023-06-04 11:47:50,500,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
32,2023-06-04 11:47:50,550,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
33,2023-06-04 11:47:50,600,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
34,2023-06-04 11:47:50,650,-0.0720,+52.61,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
35,2023-06-04 11:47:50,700,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
36,2023-06-04 11:47:50,750,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
37,2023-06-04 11:47:50,800,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
38,2023-06-04 11:47:50,850,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
39,2023-06-04 11:47:50,900,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
40,2023-06-04 11:47:50,950,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
41,2023-06-04 11:47:51,000,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
42,2023-06-04 11:47:51,050,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
43,2023-06-04 11:47:51,100,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
44,2023-06-04 11:47:51,150,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
45,2023-06-04 11:47:51,200,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
46,2023-06-04 11:47:51,250,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
47,2023-06-04 11:47:51,300,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
48,2023-06-04 11:47:51,350,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
49,2023-06-04 11:47:51,400,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
50,2023-06-04 11:47:51,450,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
51,2023-06-04 11:47:51,500,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
52,2023-06-04 11:47:51,550,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
53,2023-06-04 11:47:51,600,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
54,2023-06-04 11:47:51,650,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
55,2023-06-04 11:47:51,700,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
56,2023-06-04 11:47:51,750,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
57,2023-06-04 11:47:51,800,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
58,2023-06-04 11:47:51,850,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
59,2023-06-04 11:47:51,900,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
60,2023-06-04 11:47:51,950,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
61,2023-06-04 11:47:52,000,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
62,2023-06-04 11:47:52,050,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
63,2023-06-04 11:47:52,100,-0.0640,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
64,2023-06-04 11:47:52,150,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
65,2023-06-04 11:47:52,200,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
66,2023-06-04 11:47:52,250,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
67,2023-06-04 11:47:52,300,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
68,2023-06-04 11:47:52,350,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
69,2023-06-04 11:47:52,400,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
70,2023-06-04 11:47:52,450,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
71,2023-06-04 11:47:52,500,-0.0560,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
72,2023-06-04 11:47:52,550,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
73,2023-06-04 11:47:52,600,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
74,2023-06-04 11:47:52,650,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
75,2023-06-04 11:47:52,700,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
76,2023-06-04 11:47:52,750,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
77,2023-06-04 11:47:52,800,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
78,2023-06-04 11:47:52,850,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
79,2023-06-04 11:47:52,900,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
80,2023-06-04 11:47:52,950,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
81,2023-06-04 11:47:53,000,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
82,2023-06-04 11:47:53,050,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
83,2023-06-04 11:47:53,100,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
84,2023-06-04 11:47:53,150,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
85,2023-06-04 11:47:53,200,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
86,2023-06-04 11:47:53,250,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
87,2023-06-04 11:47:53,300,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
88,2023-06-04 11:47:53,350,-0.0560,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
89,2023-06-04 11:47:53,400,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
90,2023-06-04 11:47:53,450,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
91,2023-06-04 11:47:53,500,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
92,2023-06-04 11:47:53,550,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
93,2023-06-04 11:47:53,600,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
94,2023-06-04 11:47:53,650,-0.0640,+52.61,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
95,2023-06-04 11:47:53,700,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
96,2023-06-04 11:47:53,750,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
97,2023-06-04 11:47:53,800,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
98,2023-06-04 11:47:53,850,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
99,2023-06-04 11:47:53,900,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
100,2023-06-04 11:47:53,950,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
101,2023-06-04 11:47:54,000,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
102,2023-06-04 11:47:54,050,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
103,2023-06-04 11:47:54,100,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
104,2023-06-04 11:47:54,150,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
105,2023-06-04 11:47:54,200,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
106,2023-06-04 11:47:54,250,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
107,2023-06-04 11:47:54,300,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
108,2023-06-04 11:47:54,350,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
109,2023-06-04 11:47:54,400,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
110,2023-06-04 11:47:54,450,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
111,2023-06-04 11:47:54,500,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
112,2023-06-04 11:47:54,550,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
113,2023-06-04 11:47:54,600,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
114,2023-06-04 11:47:54,650,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
115,2023-06-04 11:47:54,700,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
116,2023-06-04 11:47:54,750,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
117,2023-06-04 11:47:54,800,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
118,2023-06-04 11:47:54,850,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
119,2023-06-04 11:47:54,900,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
120,2023-06-04 11:47:54,950,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
121,2023-06-04 11:47:55,000,-0.0800,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
122,2023-06-04 11:47:55,050,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
123,2023-06-04 11:47:55,100,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
124,2023-06-04 11:47:55,150,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
125,2023-06-04 11:47:55,200,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
126,2023-06-04 11:47:55,250,-0.0720,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
127,2023-06-04 11:47:55,300,-0.0640,+52.63,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
128,2023-06-04 11:47:55,350,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
129,2023-06-04 11:47:55,400,-0.0560,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
130,2023-06-04 11:47:55,450,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
131,2023-06-04 11:47:55,500,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
132,2023-06-04 11:47:55,550,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
133,2023-06-04 11:47:55,600,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
134,2023-06-04 11:47:55,650,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
135,2023-06-04 11:47:55,700,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
136,2023-06-04 11:47:55,750,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
137,2023-06-04 11:47:55,800,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
138,2023-06-04 11:47:55,850,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
139,2023-06-04 11:47:55,900,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
140,2023-06-04 11:47:55,950,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
141,2023-06-04 11:47:56,000,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
142,2023-06-04 11:47:56,050,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
143,2023-06-04 11:47:56,100,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
144,2023-06-04 11:47:56,150,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
145,2023-06-04 11:47:56,200,-0.0560,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
146,2023-06-04 11:47:56,250,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
147,2023-06-04 11:47:56,300,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
148,2023-06-04 11:47:56,350,-0.0560,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
149,2023-06-04 11:47:56,400,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
150,2023-06-04 11:47:56,450,-0.0640,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
151,2023-06-04 11:47:56,500,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
152,2023-06-04 11:47:56,550,-0.0720,+52.62,0,LLLLLLLLLL,LLLLLLLLLLLLLLLL,LLLLLLLLL
